Call  Failure,Complains,Subscription  Length,Charge  Amount,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Customer Value,Churn,Average of use,cluster
2,0,35,2,200,39,3,1,1,1075.4,0,0.8146270780976549,3
0,0,35,0,14,24,2,1,2,116.46,0,0.7339691750802004,0
1,0,36,0,27,21,2,1,2,167.535,0,0.6578078141146365,0
2,0,35,1,398,56,2,1,1,2148.03,0,0.6895146366554099,2
6,0,35,2,25,60,3,1,1,576.72,0,0.8067018801068077,3
7,0,35,2,122,50,2,1,1,868.14,0,0.908071391443732,3
20,0,34,9,15,55,4,1,1,308.175,0,1.0450858400797254,0
12,0,34,2,40,37,2,1,1,459.675,0,0.6925751215405447,0
0,0,32,1,14,27,3,1,1,182.44,0,1.1018122913987805,0
0,0,34,1,14,19,3,1,1,135.68,0,0.755258188705038,0
2,0,31,2,28,35,4,1,1,249.525,0,0.7739512129752413,0
0,0,34,2,18,15,5,1,1,36.615,0,0.8410282473736083,0
24,0,29,4,14,93,2,1,1,810.54,0,0.7549054975338403,3
5,0,32,4,285,46,2,2,1,1614.6,0,0.697305190708609,1
1,0,34,1,16,41,2,1,1,256.455,0,0.5753278070340473,0
5,0,34,1,189,36,2,1,1,991.44,0,0.6413920990480491,3
3,0,25,2,207,24,2,2,1,1005.75,0,0.5133225039645778,3
3,0,24,1,44,81,4,1,1,157.65,0,0.5435404250202454,0
10,0,25,0,24,20,2,1,2,154.08,0,0.45224632264750686,0
0,0,24,0,35,16,4,1,2,115.85,0,0.8472978603872037,0
9,0,23,1,33,26,2,1,1,218.52,0,0.532804530484766,0
1,0,23,1,22,36,3,1,1,231.4,0,0.6432025040436884,0
1,0,16,1,42,27,2,1,1,279.9,0,0.7445793541922159,0
15,0,15,2,99,55,1,2,1,920.315,0,0.5702649592295107,3
11,0,13,1,87,53,4,1,1,452.575,0,0.6306636892585108,0
7,0,14,4,45,32,3,1,1,307.88,0,0.7279100392087945,0
1,0,7,2,229,23,3,1,1,1105.16,0,1.0205142377449061,1
0,0,36,0,0,10,2,1,1,158.4,0,0.7178397931503169,0
1,0,35,0,331,7,2,1,1,1561.14,0,0.46144437585006565,1
1,0,36,0,0,18,1,1,1,183.865,0,0.7408256158766868,0
0,0,36,0,0,16,1,1,1,84.15,0,0.46403346225923175,0
2,0,36,0,4,11,2,1,1,150.12,0,0.5450806483163095,0
0,0,36,0,257,1,3,1,1,1087.12,0,0.7199584380106021,3
4,0,35,0,116,26,3,1,1,796.6,0,0.8342884334986095,3
0,0,36,0,0,27,3,1,1,520.84,0,0.876194690198849,3
0,0,36,0,0,8,3,1,1,147.08,0,0.6408059426654359,0
0,0,36,0,0,13,2,1,1,229.14,0,0.7215377942828928,0
0,0,36,0,0,4,3,1,2,54.84,0,0.4603630091991538,0
16,0,36,0,26,15,3,1,1,681.76,0,0.7585450811290378,3
0,0,36,0,455,5,3,1,1,1908.04,0,1.462834438242225,2
0,0,35,0,122,13,2,1,1,1212.57,0,0.9017273676862585,1
0,0,35,0,158,9,3,1,1,858.6,0,0.8467875261071814,3
0,0,35,0,356,26,2,1,1,1904.13,0,0.688858718959918,2
0,0,35,0,0,30,3,1,1,427.92,0,0.8221393007510486,0
0,0,35,0,80,20,2,1,1,624.24,0,0.9715704203067309,3
12,0,34,5,0,25,4,1,1,240.175,0,1.1193199189955991,0
0,0,32,0,0,2,3,1,1,77.64,0,1.8523840910444898,0
0,0,34,0,0,0,3,1,1,0.0,0,0.0,0
0,0,31,0,0,5,4,1,1,149.025,0,0.7929366511683162,0
0,0,34,0,0,0,4,1,1,0.0,0,0.0,0
16,0,29,0,0,63,2,1,1,692.64,0,0.7602864833975739,3
0,0,32,0,243,16,2,2,1,1370.7,0,0.6981347220709844,1
0,0,34,0,0,11,2,1,1,129.555,0,0.5367000949663774,0
0,0,33,0,10,3,3,1,2,71.52,0,0.37320424588994294,0
0,0,34,0,147,6,2,1,1,747.54,0,0.6122595214208446,3
0,0,25,0,165,8,2,2,1,829.035,0,0.9500478286722884,3
0,0,24,0,2,51,4,1,1,22.15,0,0.39233581666637174,0
0,0,25,0,0,0,2,1,2,0.0,0,0.0,0
0,0,24,0,0,0,4,1,2,0.0,0,0.0,0
0,0,23,0,0,0,2,1,1,0.0,0,0.0,0
0,0,23,0,0,6,3,1,1,94.6,0,0.6201781606933544,0
0,0,16,0,0,0,2,1,1,0.0,0,0.0,0
7,0,15,0,57,25,1,2,1,622.215,0,0.5491228336983348,3
3,0,13,0,45,23,4,1,1,317.075,0,0.6223092900994246,0
0,0,14,0,3,2,3,1,1,91.08,0,0.7511991924679098,0
0,0,7,0,187,21,3,1,1,888.36,0,1.229681161036143,3
3,0,37,0,30,19,3,1,1,290.04,0,0.6837131483265867,0
0,0,38,0,32,6,3,1,2,133.32,0,0.3553407209255957,0
5,0,36,0,384,26,3,1,1,1628.92,0,0.48772757252001375,1
5,0,37,0,26,37,1,1,1,367.07,0,0.6991894950159079,0
0,0,37,0,27,35,2,1,1,223.245,0,0.4904469685286015,0
6,0,37,1,57,30,3,1,1,374.68,0,0.5473456953436083,0
0,0,37,0,310,20,3,1,1,1328.36,0,0.6561462241449769,1
8,0,36,2,169,45,3,1,1,1037.84,0,0.801705058541503,3
2,0,37,0,25,46,3,1,1,650.08,0,0.8499570435171905,3
2,0,37,1,27,27,3,1,1,284.32,0,0.6251219990576525,0
1,0,37,0,32,14,3,1,1,360.92,0,0.6956003095280221,0
4,0,37,0,33,19,3,1,2,216.08,0,0.4898667727451471,0
20,0,37,3,79,34,3,1,1,923.0,0,0.7454584751279562,3
0,0,37,1,508,10,3,1,1,2149.28,0,1.0271914279075967,2
4,0,36,0,175,32,2,1,1,1483.965,0,0.8757357957077371,1
0,0,36,1,211,28,3,1,1,1099.84,0,0.7987983516478079,3
0,0,36,0,25,13,2,1,2,143.955,0,0.5963477972041527,0
0,0,37,0,38,10,3,1,2,173.36,0,0.4818380868927383,0
0,0,36,0,409,45,3,1,1,1933.8,0,0.6731319322363201,2
2,0,36,1,36,49,4,1,1,375.725,0,0.7976144402405566,0
3,0,36,1,133,39,2,1,1,895.635,0,0.8963600963852761,3
16,0,35,8,26,44,5,2,1,194.07,0,1.0424021916370203,0
0,0,33,0,25,16,3,1,1,206.88,0,1.1011343581008195,0
0,0,35,0,25,8,4,1,1,100.075,0,0.6857868261536529,0
0,0,32,1,39,24,5,1,1,158.88,0,0.7576051572167835,0
0,0,35,1,29,4,5,1,1,45.78,0,0.4803664162812822,0
20,0,30,3,25,82,2,1,1,838.035,0,0.7478223549812868,3
1,0,33,3,296,35,2,2,1,1642.095,0,0.6797678452009089,1
0,0,35,0,27,30,3,1,1,252.4,0,0.5406211964596889,0
0,0,34,0,63,22,3,1,2,312.76,0,0.44385991697080834,0
1,0,35,0,200,25,2,1,1,1018.935,0,0.5957908837279227,3
0,0,26,1,218,13,2,2,1,1033.245,0,0.41925843024050025,3
0,0,25,0,55,70,4,1,1,172.925,0,0.46303495992964216,0
6,0,26,0,35,9,3,1,2,161.4,0,0.29266961396282,0
0,0,25,0,46,5,4,1,2,131.125,0,0.7218965938459312,0
5,0,24,0,44,15,2,1,1,246.015,0,0.4311734648183713,0
0,0,24,0,33,25,3,1,1,255.84,0,0.603897831729861,0
0,0,17,0,53,16,2,1,1,307.395,0,0.675361748126729,0
11,0,16,1,110,44,2,2,1,780.48,0,0.5499781403768103,3
7,0,14,0,98,42,5,1,1,280.71,0,0.6163440216965971,0
3,0,15,3,56,21,3,1,1,332.32,0,0.6862717469905049,0
0,0,8,1,240,12,3,1,1,1129.6,0,1.0116009116784799,1
3,0,35,0,0,11,2,1,1,180.405,0,0.749442070383445,0
5,0,34,0,320,18,2,1,1,1533.645,0,0.5340944590386566,1
5,0,35,0,0,29,1,1,1,210.76,0,0.7729049473567854,0
0,0,35,0,0,27,1,1,1,111.045,0,0.5393285711950523,0
6,0,35,0,0,22,2,1,1,154.125,0,0.5871250704353803,0
0,0,35,0,246,12,3,1,1,1062.68,0,0.7873343956196464,3
8,0,34,0,105,37,3,1,1,772.16,0,0.845658246968565,3
2,0,35,0,0,38,3,1,1,540.4,0,0.8827405351144693,3
2,0,35,0,0,19,3,1,1,166.64,0,0.673591001766078,0
1,0,35,0,0,6,2,1,1,251.145,0,0.7438479299494665,0
4,0,35,0,0,11,3,1,2,74.4,0,0.5431545108813507,0
20,0,35,1,15,26,2,1,1,739.485,0,0.7663045557231368,3
0,0,35,0,444,2,3,1,1,1883.6,0,1.3793256918037973,2
4,0,34,0,111,24,2,1,1,1185.075,0,0.9070323184536465,1
0,0,34,0,147,20,3,1,1,834.16,0,0.8626238308654304,3
0,0,34,0,0,5,2,1,2,20.565,0,1.5668782980153044,0
0,0,35,0,0,2,2,1,2,13.14,0,1.2286654169163074,0
0,0,34,0,345,37,2,1,1,1876.635,0,0.7066784075979158,2
2,0,34,0,0,41,3,1,1,447.48,0,0.8313259148211515,0
3,0,34,0,69,31,2,1,1,596.745,0,0.98063082062691,3
16,0,33,6,0,36,4,1,1,252.4,0,1.118643513519291,0
0,0,31,0,0,8,3,1,1,97.2,0,1.6160824551527688,0
0,0,33,0,0,3,3,1,1,50.44,0,0.9555114450274363,0
0,0,30,0,0,16,4,1,1,161.25,0,0.8100583765795877,0
0,0,33,0,0,0,4,1,1,0.0,0,0.0,0
20,0,28,1,0,74,2,1,1,714.645,0,0.7675579934941509,3
1,0,31,1,232,27,2,2,1,1343.205,0,0.7172924263618136,1
0,0,33,0,0,22,2,1,1,151.56,0,0.5795517930243977,0
0,0,32,0,0,14,3,1,2,51.08,0,0.4998278695564493,0
1,0,33,0,136,17,2,1,1,720.045,0,0.6726125781182376,3
0,0,24,0,154,5,2,2,1,734.355,0,0.4833687775329514,3
0,0,23,0,0,62,4,1,1,29.375,0,0.5356988885111303,0
6,0,24,0,0,1,2,1,2,13.185,0,0.3067302674224754,0
0,0,23,0,0,0,4,1,2,0.0,0,0.0,0
5,0,22,0,0,7,1,1,1,45.375,0,0.5133225039645778,0
0,0,22,0,0,17,3,1,1,114.16,0,0.6699203299501287,0
0,0,15,0,0,8,2,1,1,58.005,0,0.923408199643019,0
11,0,14,0,46,36,1,2,1,588.61,0,0.5719426004160812,3
7,0,12,0,34,34,4,1,1,301.8,0,0.6378183904943259,0
3,0,13,1,0,13,3,1,1,98.64,0,0.8014578855809663,0
0,0,6,0,176,4,2,1,1,971.91,0,1.2128617517431821,3
5,0,36,0,7,18,2,1,1,225.945,0,0.7297177262228423,0
0,0,37,0,9,0,2,1,2,40.5,0,0.0,0
7,0,35,0,361,25,2,1,1,1732.185,0,0.5356069242194863,2
7,0,36,0,3,36,1,1,1,244.42,0,0.7493260619913116,0
0,0,36,0,4,34,1,1,1,150.205,0,0.5402012254940614,0
8,0,36,0,34,29,2,1,1,321.165,0,0.583448263303521,0
1,0,36,0,287,19,3,1,1,1239.16,0,0.7421707441936181,1
10,0,35,1,146,44,3,1,1,948.64,0,0.8299061176753344,3
4,0,36,0,2,45,3,1,1,560.88,0,0.8704596000812188,3
4,0,36,0,4,26,3,1,1,195.12,0,0.6627760826836465,0
3,0,36,0,9,13,2,1,1,305.685,0,0.7297826460063576,0
6,1,36,0,10,18,3,1,2,126.88,0,0.5435496116371819,0
22,0,36,2,56,33,3,1,1,833.8,0,0.7599912804434005,3
1,0,36,0,485,9,3,1,1,2060.08,0,1.1809832861012373,2
6,0,35,0,152,31,2,1,1,1383.615,0,0.8949728328396062,1
0,0,35,0,188,27,3,1,1,1010.64,0,0.8388851474988765,3
0,0,35,0,2,12,2,1,2,43.605,0,0.878550403891308,0
0,0,36,0,15,9,2,1,2,94.68,0,0.742818790357183,0
0,0,35,0,386,44,2,1,1,2075.175,0,0.6981211287425897,2
4,0,35,0,13,48,3,1,1,511.96,0,0.8195925646523006,0
5,0,35,0,110,38,2,1,1,795.285,0,0.9447393480455252,3
18,0,34,7,3,43,4,1,1,267.7,0,1.0833448165373212,0
0,0,32,0,2,15,3,1,1,117.68,0,1.300618989673003,0
0,0,34,0,2,7,3,1,1,70.92,0,0.8303696693665157,0
0,0,31,0,16,23,4,1,1,209.05,0,0.7922380832041763,0
0,0,34,0,6,0,5,1,1,9.0,0,0.0,0
22,0,29,2,2,81,2,1,1,737.685,0,0.7615676421858181,3
3,0,32,2,273,34,2,2,1,1541.745,0,0.7073106674198097,1
0,0,34,0,4,29,2,1,1,183.6,0,0.5765404008951109,0
0,0,33,0,40,21,3,1,2,223.56,0,0.5082582282607448,0
3,0,34,0,177,24,2,1,1,918.585,0,0.6551063266544758,3
1,0,25,0,195,12,2,2,1,932.895,0,0.4978384282391795,3
1,0,24,0,32,69,4,1,1,117.175,0,0.5378111579685698,0
8,0,25,0,12,8,2,1,2,81.225,0,0.39709685843764775,0
0,0,24,0,23,4,4,1,2,75.375,0,1.213923135179104,0
7,0,23,0,21,14,2,1,1,145.665,0,0.5218754599525758,0
0,0,23,0,10,24,3,1,1,166.64,0,0.6552351345376963,0
0,0,16,0,30,15,2,1,1,207.045,0,0.8126923312097281,0
13,0,15,0,87,43,1,2,1,831.215,0,0.5705501866716619,3
9,0,13,0,75,41,4,1,1,412.075,0,0.6340556450141671,0
5,0,14,2,33,20,3,1,1,243.08,0,0.7610005141312308,0
0,0,7,0,217,11,3,1,1,1040.4,0,1.1104467463151124,3
1,0,36,0,0,12,2,1,1,177.255,0,0.6976941192154886,0
3,0,35,0,343,19,2,1,1,1633.995,0,0.47978270189560634,1
3,0,36,0,0,30,2,1,1,169.29,0,0.715908758067506,0
0,0,36,0,0,28,1,1,1,107.195,0,0.4825875176487094,0
4,0,36,0,16,23,2,1,1,222.975,0,0.5474789414140262,0
0,0,36,0,269,13,3,1,1,1151.88,0,0.6787207008497219,1
6,0,35,1,128,38,3,1,1,861.36,0,0.8154683115248167,3
0,0,36,0,0,39,3,1,1,537.6,0,0.8612216371541254,3
0,0,36,0,0,20,3,1,1,163.84,0,0.6321112899735761,0
0,0,36,0,0,7,2,1,1,247.995,0,0.7065979782840685,0
2,0,36,0,0,12,3,1,2,71.6,0,0.48124341699524326,0
18,0,36,2,38,27,3,1,1,746.52,0,0.751250187207378,3
0,0,36,0,467,3,3,1,1,1972.8,0,1.1526795099383855,2
2,0,35,0,134,25,2,1,1,1285.425,0,0.8869109612245464,1
0,0,35,0,170,21,3,1,1,923.36,0,0.8184033943874887,3
0,0,35,0,0,6,2,1,2,17.415,0,0.6443570163905133,0
0,0,36,0,0,3,2,1,2,9.99,0,0.41337028761527767,0
0,0,35,0,368,38,2,1,1,1976.985,0,0.6800760127348652,2
0,0,35,0,0,42,3,1,1,444.68,0,0.8081548895957744,0
1,0,35,0,92,32,2,1,1,697.095,0,0.9263381265468607,3
14,0,34,7,0,37,4,1,1,250.65,0,1.0737581643274072,0
0,0,32,0,0,9,3,1,1,94.4,0,1.2824758658138797,0
0,0,34,0,0,1,3,1,1,47.64,0,0.7353016203139792,0
0,0,31,0,0,17,4,1,1,159.5,0,0.7723348219137484,0
18,0,29,2,0,75,2,1,1,711.495,0,0.7533473000989184,3
0,0,32,2,255,28,2,2,1,1443.555,0,0.6877811270553066,1
0,0,34,0,0,23,2,1,1,148.41,0,0.5401254928108528,0
0,0,33,0,22,15,3,1,2,136.28,0,0.4233227255081708,0
0,0,34,0,159,18,2,1,1,820.395,0,0.6031669740765137,3
0,0,25,0,177,6,2,2,1,834.705,0,0.3861221452650334,3
0,0,24,0,14,63,4,1,1,62.625,0,0.44395104283087167,0
4,0,25,0,0,2,2,1,2,10.035,0,0.17379767721105477,0
0,0,24,0,5,0,4,1,2,12.5,0,0.0,0
3,0,23,0,3,8,2,1,1,47.475,0,0.396536477363863,0
0,0,23,0,0,18,3,1,1,111.36,0,0.6111735976002727,0
0,0,16,0,12,9,2,1,1,108.855,0,0.7191226669632059,0
9,0,15,0,69,37,1,2,1,711.205,0,0.5501180909464976,3
5,0,13,0,57,35,4,1,1,357.525,0,0.619187727708143,0
1,0,14,2,15,14,3,1,1,155.8,0,0.7098921624429744,0
0,0,7,0,199,5,3,1,1,953.12,0,1.0876092153237789,3
1,0,31,0,0,14,2,1,1,185.58,0,0.7646791985655731,0
3,0,30,0,344,21,2,1,1,1646.82,0,0.5572319965801464,1
3,0,31,0,0,32,1,1,1,217.085,0,0.7891585734916631,0
0,0,31,0,0,30,1,1,1,117.37,0,0.5633355690379547,0
4,0,31,0,17,25,2,1,1,235.8,0,0.6022320900898421,0
0,0,31,0,270,15,3,1,1,1163.28,0,0.8191269834205074,1
6,0,30,0,129,40,3,1,1,872.76,0,0.8531783085640989,3
0,0,31,0,0,41,3,1,1,545.0,0,0.8877776671595374,3
0,0,31,0,0,22,3,1,1,171.24,0,0.687261348382684,0
0,0,31,0,0,9,2,1,1,256.32,0,0.7547635145777974,0
2,0,31,0,0,14,3,1,2,79.0,0,0.5693191248162335,0
18,0,31,1,39,29,2,1,1,852.66,0,0.7704776544037621,3
0,0,31,0,468,5,3,1,1,1984.2,0,1.410986973710262,2
2,0,30,0,135,27,2,1,1,1298.25,0,0.9115737419960163,1
0,0,30,0,171,23,3,1,1,934.76,0,0.8734960722080671,3
0,0,30,0,0,8,2,1,2,25.74,0,1.749199854809259,0
0,0,31,0,0,5,2,1,2,18.315,0,1.4759065198095778,0
0,0,30,0,369,40,2,1,1,1989.81,0,0.7148661291068894,2
0,0,30,0,0,44,3,1,1,452.08,0,0.8371865507828831,0
1,0,30,0,93,34,2,1,1,709.92,0,0.9919772005547794,3
14,0,29,6,0,39,4,1,1,255.275,0,1.126344874202104,0
0,0,27,0,0,11,3,1,1,101.8,0,1.6534547978508747,0
0,0,29,0,0,3,3,1,1,55.04,0,1.0106680757899396,0
0,0,26,0,0,19,4,1,1,164.125,0,0.820038932414569,0
0,0,29,0,0,0,4,1,1,0.0,0,0.0,0
18,0,24,1,0,77,2,1,1,719.82,0,0.77148660047711,3
0,0,27,1,256,30,2,2,1,1456.38,0,0.7262471289862901,1
0,0,29,0,0,25,2,1,1,156.735,0,0.5947727870347529,0
0,0,28,0,23,17,3,1,2,147.68,0,0.5355182363563622,0
0,0,29,0,160,20,2,1,1,833.22,0,0.6961913229411735,3
0,0,20,0,178,8,2,2,1,847.53,0,0.5314449109687264,3
0,0,19,0,15,65,4,1,1,69.75,0,0.5764052694119725,0
4,0,20,0,0,4,2,1,2,18.36,0,0.4097295068946219,0
0,0,19,0,6,2,4,1,2,28.1,0,1.1526795099383853,0
3,0,18,0,4,10,1,1,1,73.7,0,0.5690945318899665,0
0,0,18,0,0,20,3,1,1,118.76,0,0.689740022238331,0
0,0,11,0,13,11,2,1,1,121.68,0,0.9763549726168052,0
9,0,10,0,70,39,1,2,1,726.88,0,0.5802215148048452,3
5,0,8,0,58,37,4,1,1,364.65,0,0.6441132759964128,0
1,0,9,1,16,16,3,1,1,167.2,0,0.8269626237473777,0
0,0,3,0,200,7,2,1,1,1085.085,0,1.2330113603058548,3
5,0,41,0,6,16,3,1,1,189.44,0,0.6699938755852285,0
0,0,42,0,8,3,3,1,2,32.72,0,0.04242071588395216,0
7,0,40,0,360,23,3,1,1,1528.32,0,0.4679181227547141,1
7,0,41,0,2,34,1,1,1,228.745,0,0.6846515991263484,0
0,0,41,0,3,32,2,1,1,110.07,0,0.4700036292457356,0
8,0,41,1,33,27,3,1,1,274.08,0,0.5337319899748981,0
1,0,41,0,286,17,3,1,1,1227.76,0,0.6303166017675302,1
10,0,40,2,145,42,3,1,1,937.24,0,0.7945743509127166,3
4,0,41,0,1,43,3,1,1,549.48,0,0.8450976394776012,3
4,0,41,1,3,24,3,1,1,183.72,0,0.6126860453310342,0
3,0,41,0,8,11,3,1,1,260.32,0,0.6854863321038253,0
6,0,41,0,9,16,3,1,2,115.48,0,0.46787946121714,0
22,0,41,3,55,31,3,1,1,822.4,0,0.7414081041771987,3
1,0,41,1,484,7,3,1,1,2048.68,0,1.001448540214462,2
6,0,40,0,151,29,2,1,1,1370.79,0,0.8713393440118887,1
0,0,40,1,187,25,3,1,1,999.24,0,0.7887215960640503,3
0,0,40,0,1,10,2,1,2,30.78,0,0.5179430915348546,0
0,0,41,0,14,7,3,1,2,72.76,0,0.3934889170614487,0
0,0,40,0,385,42,3,1,1,1833.2,0,0.6654036588331678,2
4,0,40,1,12,46,4,1,1,312.85,0,0.7919930151965779,0
5,0,40,1,109,36,2,1,1,782.46,0,0.8858773423546787,3
18,0,39,8,2,41,5,1,1,156.345,0,1.0351086758743104,0
0,0,37,0,1,13,3,1,1,106.28,0,1.0717392704170132,0
0,0,39,0,1,5,4,1,1,37.2,0,0.6464049180078136,0
0,0,36,1,15,21,5,1,1,121.155,0,0.7482990006350254,0
0,0,39,1,5,1,5,1,1,8.055,0,0.12883287184296843,0
22,0,34,3,1,79,2,1,1,724.86,0,0.7440027040697782,3
3,0,37,3,272,32,2,2,1,1528.92,0,0.671359826375038,1
0,0,39,0,3,27,3,1,1,151.8,0,0.526915004895853,0
0,0,38,0,39,19,3,1,2,212.16,0,0.4155154439616658,0
3,0,39,0,176,22,2,1,1,905.76,0,0.5756589127759983,3
1,0,30,1,194,10,2,2,1,920.07,0,0.3836233661931156,3
1,0,29,0,31,67,4,1,1,110.05,0,0.43161590239634606,0
8,0,30,0,11,6,3,1,2,60.8,0,0.23375373042622527,0
0,0,29,0,22,2,4,1,2,68.25,0,0.6241543090729937,0
7,0,28,0,20,12,2,1,1,132.84,0,0.3914788661334245,0
0,0,28,0,9,22,3,1,1,155.24,0,0.586571597923951,0
0,0,21,0,29,13,2,1,1,194.22,0,0.6371193490902829,0
13,0,20,1,86,41,2,2,1,667.26,0,0.542035613173193,3
9,0,18,0,74,39,5,1,1,242.97,0,0.6102210149710855,0
5,0,19,3,32,18,3,1,1,231.68,0,0.6644047116942914,0
0,0,12,1,216,9,3,1,1,1029.0,0,0.9940230804145072,3
9,0,37,0,23,15,2,1,1,321.795,0,0.7164481534673912,0
1,0,38,0,8,2,2,1,2,68.985,0,0.7907275088988094,0
11,0,36,0,360,22,2,1,1,1751.535,0,0.5497504351564975,2
11,0,37,0,2,33,1,1,1,268.07,0,0.7326161474749818,0
4,0,37,0,3,31,1,1,1,173.855,0,0.5540067381353689,0
12,0,37,1,33,26,3,1,1,302.68,0,0.588212287381411,0
5,0,37,0,286,16,3,1,1,1256.36,0,0.7165455339329468,1
14,0,36,2,145,41,3,1,1,965.84,0,0.8150369981689821,3
8,0,37,0,1,42,3,1,1,578.08,0,0.8578333002336114,3
8,0,37,1,3,23,3,1,1,212.32,0,0.6584616225720553,0
7,0,37,0,8,10,2,1,1,325.035,0,0.7197079657279312,0
10,0,37,0,9,15,3,1,2,144.08,0,0.5576768634307486,0
26,1,37,3,55,30,3,1,1,851.0,0,0.7544535818471387,3
5,0,37,1,484,6,3,1,1,2077.28,0,1.0377706294118647,2
10,0,36,0,151,28,2,1,1,1402.965,0,0.8822047634160238,1
4,0,36,1,187,24,3,1,1,1027.84,0,0.8174211112165658,3
1,0,36,0,1,9,2,1,2,62.955,0,0.752739277762191,0
3,0,37,0,14,6,2,1,2,114.03,0,0.6821217105482376,0
4,0,36,0,385,41,2,1,1,2094.525,0,0.6927051636929625,2
8,0,36,1,12,45,3,1,1,529.16,0,0.8083646171413963,3
9,0,36,1,109,35,2,1,1,814.635,0,0.9098533899101496,3
22,0,35,8,2,40,4,1,1,278.45,0,1.04504884574602,0
14,0,35,1,27,22,2,1,1,406.17,0,0.696620107363593,0
2,0,33,0,1,12,3,1,1,134.88,0,1.0996405663936757,0
2,0,35,0,1,4,3,1,1,88.12,0,0.7662427356304962,0
4,0,32,1,15,20,4,1,1,219.8,0,0.7769535358827856,0
1,0,35,1,5,1,5,1,1,18.78,0,0.8653872250573162,0
26,0,30,3,1,78,2,1,1,757.035,0,0.756270091140029,3
7,0,33,3,272,31,2,2,1,1561.095,0,0.7006943861953282,1
3,0,35,0,3,26,2,1,1,202.95,0,0.5821299979162712,0
4,0,34,0,39,18,3,1,2,240.76,0,0.5330263337461832,0
7,0,35,0,176,21,2,1,1,937.935,0,0.649837659844289,3
5,0,26,1,194,9,2,2,1,952.245,0,0.5301498965923935,3
5,0,25,0,31,66,4,1,1,127.925,0,0.5580994874174586,0
12,0,26,0,11,5,2,1,2,100.575,0,0.47864672540175557,0
1,0,25,0,22,1,4,1,2,86.125,0,0.8614824953791601,0
11,0,24,0,20,11,2,1,1,165.015,0,0.5505659524155048,0
3,0,24,0,9,21,3,1,1,183.84,0,0.6505875661411494,0
3,0,17,0,29,12,2,1,1,226.395,0,0.7556675375412794,0
17,0,16,1,86,40,1,2,1,854.865,0,0.5743147931566843,3
13,0,14,0,74,38,4,1,1,422.825,0,0.6334956883189955,0
9,0,15,3,32,17,3,1,1,260.28,0,0.7350885483481167,0
3,0,8,1,216,8,3,1,1,1057.6,0,1.0209843585442777,3
0,0,35,0,0,15,2,1,1,153.405,0,0.71073845636504,0
0,0,34,0,327,22,2,1,1,1538.145,0,0.4429948674592166,1
0,0,35,0,0,33,1,1,1,177.76,0,0.7336425911452272,0
0,0,35,0,0,31,1,1,1,78.045,0,0.4447900476412367,0
0,0,35,0,0,26,2,1,1,127.125,0,0.535142931416697,0
0,0,35,0,253,16,3,1,1,1066.68,0,0.7025723210195284,3
2,0,34,0,112,41,3,1,1,776.16,0,0.832072652790138,3
0,0,35,0,0,42,3,1,1,516.4,0,0.875011761611359,3
0,0,35,0,0,23,3,1,1,142.64,0,0.6333113889492803,0
0,0,35,0,0,10,2,1,1,224.145,0,0.7166925854320698,0
0,0,35,0,0,15,3,1,2,50.4,0,0.4388359884721987,0
14,0,35,1,22,30,2,1,1,743.985,0,0.756971805107051,3
0,0,35,0,451,6,3,1,1,1887.6,0,1.496642418288756,2
0,0,34,0,118,28,2,1,1,1189.575,0,0.9008181104965706,1
0,0,34,0,154,24,3,1,1,838.16,0,0.843668092336625,3
0,0,34,0,352,41,2,1,1,1881.135,0,0.6850080872132364,2
0,0,34,0,0,45,3,1,1,423.48,0,0.8203477484855426,0
0,0,34,0,76,35,2,1,1,601.245,0,0.9703216548450022,3
10,0,33,6,0,40,4,1,1,237.4,0,1.1203051132793695,0
0,0,31,0,0,12,3,1,1,73.2,0,1.9577446067023163,0
0,0,33,0,0,4,3,1,1,26.44,0,0.8588381571260697,0
0,0,30,0,0,20,4,1,1,146.25,0,0.789403881968301,0
14,0,28,1,0,78,2,1,1,687.645,0,0.7588162840678025,3
0,0,31,1,239,31,2,2,1,1347.705,0,0.6939885773281369,1
0,0,33,0,0,26,2,1,1,124.56,0,0.5265475380768336,0
0,0,32,0,6,18,3,1,2,51.08,0,0.3373536822490186,0
0,0,33,0,143,21,2,1,1,724.545,0,0.597258129538298,3
0,0,24,0,161,9,2,2,1,738.855,0,0.23361485118150516,3
0,0,23,0,0,66,4,1,1,14.375,0,0.34990968686367196,0
0,0,24,0,0,0,2,1,2,0.0,0,0.0,0
0,0,22,0,0,11,2,1,1,10.125,0,0.20972053098206905,0
0,0,22,0,0,21,3,1,1,90.16,0,0.608199787791167,0
0,0,15,0,0,12,2,1,1,31.005,0,0.8150369981689822,0
5,0,14,0,53,40,1,2,1,594.055,0,0.5439015659026865,3
1,0,12,0,41,38,4,1,1,304.275,0,0.618864367947696,0
0,0,13,1,0,17,3,1,1,74.6,0,0.7388145600766779,0
0,0,6,0,183,8,3,1,1,867.92,0,1.2371131968282403,3
0,0,25,0,186,9,2,2,1,883.8,0,0.4453978184435354,3
11,0,15,0,78,40,1,2,1,771.21,0,0.5604619906514554,3
7,0,13,0,66,38,4,1,1,384.8,0,0.6266943704273314,0
3,0,14,2,24,17,3,1,1,199.44,0,0.7364276889184078,0
13,0,40,1,12,19,3,1,1,238.08,0,0.6990819160797599,0
