,Call  Failure,Complains,Subscription  Length,Charge  Amount,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Customer Value,Churn,Average of use
1294,0,0,12,0,11,8,2,1,1,109.26,0,1.2129629629629628
1295,10,0,11,0,68,36,1,2,1,711.755,0,0.7528822055137845
1296,6,0,9,0,56,34,4,1,1,357.775,0,0.8740286298568507
1297,2,0,10,1,14,13,3,1,1,156.2,0,1.1117117117117117
1298,0,0,3,0,198,4,3,1,1,953.48,0,2.0859375
1299,0,0,3,0,0,1,2,1,1,50.13,1,1.6712121212121211
1300,8,0,42,0,13,21,3,1,1,228.0,0,0.961111111111111
1301,0,0,43,0,15,8,2,1,2,80.19,0,0.5055555555555555
1302,10,0,41,0,367,28,3,1,1,1566.88,0,0.6270833333333333
1303,10,0,42,0,9,39,1,1,1,281.765,0,0.9888095238095238
1304,3,0,42,0,10,37,1,1,1,187.55,0,0.6311827956989248
1305,11,0,42,1,40,32,3,1,1,312.64,0,0.7228682170542635
1306,4,0,42,0,293,22,3,1,1,1266.32,0,0.8972868217054264
1307,13,0,41,2,152,47,3,1,1,975.8,0,1.2093333333333331
1308,7,0,42,0,8,48,3,1,1,588.04,0,1.322543352601156
1309,7,0,42,1,10,29,3,1,1,222.28,0,0.8563218390804598
1310,6,0,42,0,15,16,3,1,1,298.88,0,0.9887205387205388
1311,9,1,42,0,16,21,3,1,2,154.04,0,0.6301724137931034
1312,25,0,42,3,62,36,3,1,1,860.96,0,1.0986171761280932
1313,4,0,42,1,491,12,3,1,1,2087.24,0,1.6397849462365592
1314,9,0,41,0,158,34,2,1,1,1414.17,0,1.3835125448028673
1315,3,0,41,1,194,30,3,1,1,1037.8,0,1.1953703703703704
1316,0,0,41,0,8,15,2,1,2,74.16,0,0.7685185185185186
1317,2,0,42,0,21,12,3,1,2,111.32,0,0.6157407407407408
1318,0,0,41,0,8,0,2,1,2,36.0,1,0.0
1319,3,0,41,0,392,47,2,1,1,2105.73,0,0.9494910941475827
1320,7,0,41,1,19,51,4,1,1,336.95,0,1.2046413502109705
1321,8,0,41,1,116,41,2,1,1,825.84,0,1.4078059071729958
1322,23,1,37,0,24,21,2,1,2,151.245,1,0.2973856209150327
1323,21,1,40,8,9,46,5,2,1,170.805,0,1.7852233676975944
1324,13,0,40,1,34,28,2,1,1,417.375,0,0.9433006535947712
1325,1,0,38,0,8,18,3,1,1,144.84,0,1.7916666666666667
1326,9,1,39,0,17,20,3,1,2,187.6,1,1.0907407407407408
1327,9,0,40,0,42,35,3,1,2,258.84,1,0.771875
1328,0,0,40,0,8,6,3,1,2,35.76,1,0.24444444444444444
1329,1,0,40,0,8,10,3,1,1,98.08,0,0.9327586206896552
1330,3,0,37,1,22,26,5,1,1,135.615,0,1.1122112211221122
1331,0,1,40,0,17,8,4,1,2,57.35,1,0.8833333333333333
1332,0,0,40,1,12,6,5,1,1,22.515,0,0.6104166666666667
1333,25,0,35,3,8,84,2,1,1,768.24,0,1.1039944903581267
1334,6,0,38,3,279,37,2,2,1,1572.3,0,0.961111111111111
1335,2,0,40,0,10,32,2,1,1,214.155,0,0.7118217054263566
1336,3,0,39,0,46,24,3,1,2,250.72,0,0.5625
1337,6,0,40,0,183,27,2,1,1,949.14,0,0.7997076023391814
1338,4,0,31,1,201,15,2,2,1,963.45,0,0.5291666666666667
1339,4,0,30,0,38,72,4,1,1,134.15,0,0.5903100775193798
1340,11,0,31,0,18,11,2,1,2,111.78,0,0.37643678160919536
1341,0,0,30,0,29,7,4,1,2,92.35,0,0.9285714285714286
1342,10,0,29,0,27,17,2,1,1,176.22,0,0.5462962962962963
1343,2,0,29,0,16,27,3,1,1,193.8,0,0.8153846153846154
1344,2,0,22,0,36,18,2,1,1,237.6,0,0.9166666666666666
1345,16,0,21,1,93,46,2,2,1,710.685,0,0.7296551724137931
1346,12,0,19,0,81,44,4,1,1,429.075,0,0.8464761904761904
1347,8,0,20,3,39,23,3,1,1,270.28,0,0.9551020408163264
1348,2,0,13,1,223,14,3,1,1,1067.56,0,1.6458333333333335
1349,3,0,13,1,8,11,3,1,1,90.64,1,1.0456521739130435
1350,0,0,30,0,0,9,2,1,1,173.7,0,1.153030303030303
1351,0,0,31,0,0,0,2,1,2,0.0,0,0.0
1352,0,0,29,0,337,16,2,1,1,1603.44,0,0.7151515151515151
1353,0,0,30,0,0,27,1,1,1,202.565,0,1.2109999999999999
1354,0,0,30,0,0,25,1,1,1,102.85,0,0.7253968253968254
1355,1,0,30,0,10,20,2,1,1,192.42,0,0.8106060606060606
1356,0,0,30,0,263,10,3,1,1,1124.72,0,1.3007246376811594
1357,3,0,29,0,122,35,3,1,1,834.2,0,1.3571428571428572
1358,0,0,30,0,0,36,3,1,1,534.44,0,1.4387799564270152
1359,0,0,30,0,0,17,3,1,1,160.68,0,0.9825870646766168
1360,0,0,30,0,0,4,2,1,1,244.44,0,1.129324894514768
1361,0,0,30,0,0,9,3,1,2,68.44,0,0.7337719298245614
1362,15,0,30,1,32,24,2,1,1,809.28,0,1.162280701754386
1363,0,0,30,0,461,7,3,1,1,1945.64,0,3.833333333333333
1364,0,0,29,0,128,22,2,1,1,1254.87,0,1.497991967871486
1365,0,0,29,0,164,18,3,1,1,896.2,0,1.4130952380952382
1366,0,0,29,0,0,0,2,1,2,0.0,0,0.0
1367,0,0,30,0,0,0,2,1,2,0.0,0,0.0
1368,0,0,29,0,0,0,2,1,2,0.0,1,0.0
1369,0,0,29,0,362,35,2,1,1,1946.43,0,1.0424924924924925
1370,0,0,29,0,0,39,3,1,1,441.52,0,1.3164251207729467
1371,0,0,29,0,86,29,2,1,1,666.54,0,1.7381355932203388
1372,13,1,25,0,0,9,2,1,2,18.945,1,0.20967741935483872
1373,11,0,28,6,0,34,4,2,1,248.675,0,2.1363636363636362
1374,3,0,28,0,4,16,2,1,1,258.075,1,1.0676829268292682
1375,0,0,26,0,0,6,3,1,1,91.24,0,6.319444444444444
1376,0,1,27,0,0,8,2,1,2,110.25,1,1.6166666666666665
1377,0,1,28,0,12,23,3,1,2,117.24,1,1.0136904761904761
1378,0,0,28,0,0,0,2,1,2,0.0,1,0.0
1379,0,0,28,0,0,0,3,1,1,0.0,0,0.0
1380,0,0,25,0,0,14,4,1,1,157.525,0,1.2798353909465021
1381,0,0,28,0,0,0,3,1,2,0.0,1,0.0
1382,0,1,28,0,0,0,4,1,1,0.0,1,0.0
1383,15,0,23,1,0,72,2,1,1,707.94,0,1.1644144144144144
1384,0,0,26,1,249,25,2,2,1,1413.0,0,1.0666666666666667
1385,0,0,28,0,0,20,2,1,1,144.855,0,0.7962121212121211
1386,0,0,27,0,16,12,3,1,2,109.12,0,0.6547619047619048
1387,0,0,28,0,153,15,2,1,1,789.84,0,0.9977477477477477
1388,0,0,19,0,171,3,2,2,1,804.15,0,0.625
1389,0,0,18,0,8,60,4,1,1,45.65,0,0.7268115942028984
1390,0,0,19,0,0,0,2,1,2,0.0,0,0.0
1391,0,0,18,0,0,0,4,1,2,0.0,0,0.0
1392,0,0,17,0,0,5,2,1,1,30.42,0,0.6875
1393,0,0,17,0,0,15,3,1,1,108.2,0,0.9851851851851853
1394,0,0,10,0,6,6,2,1,1,78.3,0,1.8833333333333333
1395,6,0,9,0,63,34,1,2,1,673.915,0,0.7770666666666667
1396,2,0,7,0,51,32,4,1,1,340.575,0,0.8997849462365591
1397,0,0,8,1,9,11,3,1,1,128.68,0,1.3149425287356322
1398,0,0,3,0,193,2,2,1,1,1041.705,0,2.65625
1399,0,0,3,0,0,0,2,1,1,0.0,1,0.0
1400,5,0,39,0,9,20,2,1,1,234.81,0,0.9691780821917808
1401,0,0,40,0,11,7,2,1,2,58.5,0,0.45952380952380956
1402,7,0,38,0,363,27,2,1,1,1741.05,0,0.6258064516129032
1403,7,0,39,0,5,38,1,1,1,255.255,0,0.9982843137254903
1404,0,0,39,0,6,36,1,1,1,161.04,0,0.63
1405,8,0,39,0,36,31,2,1,1,330.03,0,0.7242063492063492
1406,1,0,39,0,289,21,3,1,1,1247.04,0,0.9085365853658537
1407,10,0,38,1,148,46,3,1,1,956.52,0,1.2181571815718157
1408,4,0,39,0,4,47,3,1,1,568.76,0,1.330214424951267
1409,4,0,39,0,6,28,3,1,1,203.0,0,0.8607843137254902
1410,3,0,39,0,11,15,2,1,1,314.55,0,0.9953608247422681
1411,6,0,39,0,12,20,3,1,2,134.76,0,0.6288690476190476
1412,22,0,39,2,58,35,3,1,1,841.68,0,1.1024229074889869
1413,1,0,39,0,487,11,3,1,1,2067.96,0,1.706896551724138
1414,6,0,38,0,154,33,2,1,1,1392.48,0,1.391304347826087
1415,0,0,38,0,190,29,3,1,1,1018.52,0,1.2073863636363635
1416,0,0,38,0,4,14,2,1,2,52.47,0,0.78125
1417,0,0,39,0,17,11,2,1,2,103.545,0,0.609375
1418,0,0,38,0,4,0,2,1,2,18.0,1,0.0
1419,0,0,38,0,388,46,2,1,1,2084.04,0,0.953875968992248
1420,4,0,38,0,15,50,3,1,1,519.84,0,1.2115384615384615
1421,5,0,38,0,112,40,2,1,1,804.15,0,1.4270562770562771
1422,20,1,34,0,20,20,2,1,2,129.555,1,0.28231292517006806
1423,18,0,37,7,5,45,4,2,1,272.625,0,1.8087719298245615
1424,10,0,37,0,30,27,2,1,1,395.685,1,0.9488333333333334
1425,0,0,35,0,4,17,3,1,1,125.56,0,1.8854166666666667
1426,6,1,36,0,13,19,2,1,2,189.36,1,1.1104651162790697
1427,6,1,37,0,38,34,3,1,2,239.56,1,0.7764492753623189
1428,0,0,37,0,4,5,3,1,2,16.48,1,0.03333333333333333
1429,0,0,37,0,4,9,3,1,1,78.8,0,0.9524691358024691
1430,0,0,34,0,18,25,4,1,1,213.975,0,1.121212121212121
1431,0,1,37,0,13,7,4,1,2,45.3,1,0.9314814814814815
1432,0,0,37,0,8,5,5,1,1,15.285,0,0.5916666666666667
1433,22,0,32,2,4,83,2,1,1,746.55,0,1.1076388888888888
1434,3,0,35,2,275,36,2,2,1,1550.61,0,0.9661016949152542
1435,0,0,37,0,6,31,2,1,1,192.465,0,0.7128968253968254
1436,0,0,36,0,42,23,3,1,2,231.44,0,0.5579710144927537
1437,3,0,37,0,179,26,2,1,1,927.45,0,0.8045454545454546
1438,1,0,28,0,197,14,2,2,1,941.76,0,0.5219298245614035
1439,1,0,27,0,34,71,4,1,1,122.1,0,0.5865853658536585
1440,8,0,28,0,14,10,2,1,2,90.09,0,0.3549382716049383
1441,0,0,27,0,25,6,4,1,2,80.3,0,0.9722222222222222
1442,7,0,26,0,23,16,2,1,1,154.53,0,0.5392156862745098
1443,0,0,26,0,12,26,3,1,1,174.52,0,0.8201058201058201
1444,0,0,19,0,32,17,2,1,1,215.91,0,0.9345238095238095
1445,13,0,18,0,89,45,1,2,1,842.105,0,0.7305361305361305
1446,9,0,16,0,77,43,4,1,1,417.025,0,0.8485549132947977
1447,5,0,17,2,35,22,3,1,1,251.0,0,0.9673758865248228
1448,0,0,10,0,219,13,3,1,1,1048.28,0,1.6924603174603174
1449,0,1,10,0,4,10,2,1,1,80.28,1,1.0817460317460317
1450,1,0,33,0,0,10,2,1,1,177.39,0,1.1359649122807018
1451,0,0,34,0,0,0,2,1,2,0.0,0,0.0
1452,3,0,32,0,341,17,2,1,1,1625.13,0,0.7130434782608696
1453,3,0,33,0,0,28,1,1,1,207.075,0,1.1900641025641026
1454,0,0,33,0,0,26,1,1,1,107.36,0,0.7227272727272728
1455,4,0,33,0,14,21,2,1,1,214.11,0,0.8063725490196079
1456,0,0,33,0,267,11,3,1,1,1144.0,0,1.25
1457,6,0,32,1,126,36,3,1,1,853.48,0,1.3442367601246106
1458,0,0,33,0,0,37,3,1,1,537.72,0,1.4288172043010752
1459,0,0,33,0,0,18,3,1,1,163.96,0,0.9734299516908214
1460,0,0,33,0,0,5,2,1,1,248.13,0,1.1179012345679011
1461,2,0,33,0,0,10,3,1,2,71.72,0,0.7304166666666666
1462,18,0,33,2,36,25,3,1,1,738.64,0,1.1575829383886256
1463,0,0,33,0,465,1,3,1,1,1964.92,0,3.3461538461538463
1464,2,0,32,0,132,23,2,1,1,1276.56,0,1.4880952380952381
1465,0,0,32,0,168,19,3,1,1,915.48,0,1.3923611111111112
1466,0,0,32,0,0,0,2,1,2,0.0,0,0.0
1469,0,0,32,0,366,36,2,1,1,1968.12,0,1.0358407079646017
1470,0,0,32,0,0,40,3,1,1,444.8,0,1.3071428571428572
1471,1,0,32,0,90,30,2,1,1,688.23,0,1.7030054644808745
1472,16,0,28,0,0,10,2,1,2,22.635,1,0.23737373737373738
1473,14,0,31,7,0,35,4,1,1,250.725,0,2.09915611814346
1474,6,1,31,0,8,17,2,1,1,279.765,1,1.0581349206349207
1475,0,0,29,0,0,7,3,1,1,94.52,0,4.90625
1476,2,1,30,0,0,9,2,1,2,113.94,1,1.5462962962962963
1477,2,0,31,0,16,24,3,1,2,136.52,1,0.9905555555555555
1478,0,0,31,0,0,0,3,1,2,0.0,1,0.0
1479,0,0,31,0,0,0,3,1,1,0.0,0,0.0
1480,0,0,28,0,0,15,4,1,1,159.575,0,1.2650602409638554
1481,0,0,31,0,0,0,4,1,2,0.0,1,0.0
1482,0,0,31,0,0,0,5,1,1,0.0,0,0.0
1483,18,0,26,2,0,73,2,1,1,711.63,0,1.159970238095238
1484,0,0,29,2,253,26,2,2,1,1434.69,0,1.0588235294117647
1485,0,0,31,0,0,21,2,1,1,148.545,0,0.7924019607843137
1486,0,0,30,0,20,13,3,1,2,128.4,0,0.6555555555555556
1487,0,0,31,0,157,16,2,1,1,811.53,0,0.9807692307692307
1488,0,0,22,0,175,4,2,2,1,825.84,0,0.6287878787878788
1489,0,0,21,0,12,61,4,1,1,57.7,0,0.722
1490,4,0,22,0,0,3,2,1,2,10.17,0,0.32575757575757575
1491,0,0,21,0,3,0,4,1,2,7.5,0,0.0
1492,3,0,20,0,1,6,2,1,1,38.61,0,0.6851851851851852
1493,0,0,20,0,0,16,3,1,1,111.48,0,0.9716312056737588
1494,0,0,13,0,10,7,2,1,1,99.99,0,1.6805555555555556
1495,9,0,12,0,67,35,1,2,1,700.425,0,0.7753280839895014
1496,5,0,10,0,55,33,4,1,1,352.625,0,0.8968152866242038
1497,1,0,11,2,13,12,3,1,1,147.96,0,1.2731182795698925
1498,0,0,4,0,197,3,3,1,1,945.24,0,2.503205128205128
1499,0,0,4,0,0,4,2,1,1,45.36,1,3.343333333333333
1500,7,0,36,1,19,30,2,1,1,298.8,0,1.0366666666666666
1501,0,0,37,0,21,17,2,1,2,122.49,0,1.1351851851851853
1502,9,0,35,1,373,37,2,1,1,1805.04,0,0.715625
1503,9,0,36,1,15,48,1,1,1,333.465,0,1.069761904761905
1504,2,0,36,1,16,46,1,1,1,239.25,0,0.7225806451612903
1505,10,0,36,2,46,41,3,1,1,350.24,0,0.7887596899224806
1506,3,0,36,1,299,31,3,1,1,1303.92,0,1.0290697674418605
1507,12,0,35,3,158,56,3,1,1,1013.4,0,1.2546666666666668
1508,6,0,36,1,14,57,3,1,1,625.64,0,1.3552986512524086
1509,6,0,36,2,16,38,3,1,1,259.88,0,0.921455938697318
1510,5,0,36,1,21,25,2,1,1,378.54,0,1.045959595959596
1511,8,0,36,0,22,30,3,1,2,191.64,0,0.7278735632183908
1512,24,0,36,4,68,45,3,2,1,898.56,0,1.1233624454148472
1513,3,0,36,2,497,21,3,1,1,2124.84,0,1.8225806451612903
1514,8,0,35,1,164,43,2,1,1,1456.47,0,1.413978494623656
1515,2,0,35,2,200,39,3,1,1,1075.4,0,1.2583333333333333
1516,0,0,35,0,14,24,2,1,2,116.46,0,1.0833333333333333
1517,1,0,36,0,27,21,2,1,2,167.535,0,0.9305555555555556
1518,0,1,35,0,14,13,2,1,2,76.455,1,1.2291666666666667
1519,2,0,35,1,398,56,2,1,1,2148.03,0,0.9927480916030536
1520,6,0,35,2,25,60,3,1,1,576.72,0,1.240506329113924
1521,7,0,35,2,122,50,2,1,1,868.14,0,1.479535864978903
1522,22,0,31,0,30,30,2,1,2,193.545,1,0.4084967320261438
1523,20,0,34,9,15,55,4,1,1,308.175,0,1.843642611683849
1524,12,0,34,2,40,37,2,1,1,459.675,0,0.9988562091503269
1525,0,0,32,1,14,27,3,1,1,182.44,0,2.0096153846153846
1526,8,0,33,0,23,29,2,1,2,253.35,1,1.2166666666666666
1527,8,1,34,0,48,44,3,1,2,296.44,1,0.8899305555555556
1528,0,0,34,0,14,15,3,1,2,73.36,1,1.1888888888888889
1529,0,0,34,1,14,19,3,1,1,135.68,0,1.12816091954023
1530,2,0,31,2,28,35,4,1,1,249.525,0,1.1683168316831682
1531,0,0,34,0,23,17,4,1,2,80.85,1,1.3984848484848484
1532,0,0,34,2,18,15,5,1,1,36.615,0,1.31875
1533,24,0,29,4,14,93,2,1,1,810.54,0,1.1274104683195592
1534,5,0,32,4,285,46,2,2,1,1614.6,0,1.0083333333333333
1535,1,0,34,1,16,41,2,1,1,256.455,0,0.7777131782945738
1536,2,1,33,0,52,33,3,1,2,288.32,1,0.6805555555555555
1537,5,0,34,1,189,36,2,1,1,991.44,0,0.8991228070175439
1538,3,0,25,2,207,24,2,2,1,1005.75,0,0.6708333333333333
1539,3,0,24,1,44,81,4,1,1,157.65,0,0.7220930232558139
1540,10,0,25,0,24,20,2,1,2,154.08,0,0.57183908045977
1541,0,0,24,0,35,16,4,1,2,115.85,0,1.3333333333333335
1542,9,0,23,1,33,26,2,1,1,218.52,0,0.7037037037037037
1543,1,0,23,1,22,36,3,1,1,231.4,0,0.9025641025641026
1544,1,0,16,1,42,27,2,1,1,279.9,0,1.1055555555555554
1545,15,0,15,2,99,55,1,2,1,920.315,0,0.7687356321839081
1546,11,0,13,1,87,53,4,1,1,452.575,0,0.8788571428571429
1547,7,0,14,4,45,32,3,1,1,307.88,0,1.070748299319728
1548,1,0,7,2,229,23,3,1,1,1105.16,0,1.774621212121212
1549,2,1,7,2,14,20,3,1,1,128.24,1,1.2920289855072462
1550,0,0,36,0,0,10,2,1,1,158.4,0,1.05
1552,1,0,35,0,331,7,2,1,1,1561.14,0,0.5863636363636364
1553,1,0,36,0,0,18,1,1,1,183.865,0,1.0976666666666666
1554,0,0,36,0,0,16,1,1,1,84.15,0,0.5904761904761905
1555,2,0,36,0,4,11,2,1,1,150.12,0,0.7247474747474748
1556,0,0,36,0,257,1,3,1,1,1087.12,0,1.0543478260869565
1557,4,0,35,0,116,26,3,1,1,796.6,0,1.3031746031746032
1558,0,0,36,0,0,27,3,1,1,520.84,0,1.4017429193899782
1559,0,0,36,0,0,8,3,1,1,147.08,0,0.8980099502487562
1560,0,0,36,0,0,13,2,1,1,229.14,0,1.0575949367088606
1561,0,0,36,0,0,4,3,1,2,54.84,0,0.5846491228070175
1562,16,0,36,0,26,15,3,1,1,681.76,0,1.1351674641148326
1563,0,0,36,0,455,5,3,1,1,1908.04,0,3.3181818181818183
1564,0,0,35,0,122,13,2,1,1,1212.57,0,1.463855421686747
1565,0,0,35,0,158,9,3,1,1,858.6,0,1.332142857142857
1569,0,0,35,0,356,26,2,1,1,1904.13,0,0.9914414414414414
1570,0,0,35,0,0,30,3,1,1,427.92,0,1.2753623188405796
1571,0,0,35,0,80,20,2,1,1,624.24,0,1.6420903954802262
1572,7,0,31,0,0,1,2,1,2,2.34,1,0.4166666666666667
1573,12,0,34,5,0,25,4,1,1,240.175,0,2.062770562770563
1574,4,0,34,0,0,7,2,1,1,224.775,1,0.9985772357723578
1575,0,0,32,0,0,2,3,1,1,77.64,0,5.375
1576,0,0,33,0,0,9,2,1,2,94.95,1,1.39
1577,0,1,34,0,6,14,3,1,2,79.64,1,0.8113095238095237
1578,0,0,34,0,0,0,2,1,2,0.0,1,0.0
1579,0,0,34,0,0,0,3,1,1,0.0,0,0.0
1580,0,0,31,0,0,5,4,1,1,149.025,0,1.2098765432098766
1581,0,1,34,0,0,0,4,1,2,0.0,1,0.0
1582,0,0,34,0,0,0,4,1,1,0.0,0,0.0
1583,16,0,29,0,0,63,2,1,1,692.64,0,1.1388888888888888
1584,0,0,32,0,243,16,2,2,1,1370.7,0,1.01
1585,0,0,34,0,0,11,2,1,1,129.555,0,0.7103535353535353
1586,0,0,33,0,10,3,3,1,2,71.52,0,0.4523809523809524
1587,0,0,34,0,147,6,2,1,1,747.54,0,0.8445945945945946
1588,0,0,25,0,165,8,2,2,1,829.035,0,1.5858333333333332
1589,0,0,24,0,2,51,4,1,1,22.15,0,0.4804347826086957
1590,0,0,25,0,0,0,2,1,2,0.0,0,0.0
1591,0,0,24,0,0,0,4,1,2,0.0,0,0.0
1592,0,0,23,0,0,0,2,1,1,0.0,0,0.0
1593,0,0,23,0,0,6,3,1,1,94.6,0,0.8592592592592592
1594,0,0,16,0,0,0,2,1,1,0.0,0,0.0
1595,7,0,15,0,57,25,1,2,1,622.215,0,0.7317333333333333
1596,3,0,13,0,45,23,4,1,1,317.075,0,0.863225806451613
1597,0,0,14,0,3,2,3,1,1,91.08,0,1.1195402298850576
1598,0,0,7,0,187,21,3,1,1,888.36,0,2.420138888888889
1599,0,0,7,0,0,0,2,1,1,0.0,1,0.0
1600,3,0,37,0,30,19,3,1,1,290.04,0,0.9812206572769954
1601,0,0,38,0,32,6,3,1,2,133.32,0,0.42666666666666664
1602,5,0,36,0,384,26,3,1,1,1628.92,0,0.6286111111111111
1603,5,0,37,0,26,37,1,1,1,367.07,0,1.012121212121212
1604,0,0,37,0,27,35,2,1,1,223.245,0,0.6330459770114942
1605,6,0,37,1,57,30,3,1,1,374.68,0,0.7286585365853658
1606,0,0,37,0,310,20,3,1,1,1328.36,0,0.9273504273504273
1607,8,0,36,2,169,45,3,1,1,1037.84,0,1.2293388429752066
1608,2,0,37,0,25,46,3,1,1,650.08,0,1.3395463510848127
1609,2,0,37,1,27,27,3,1,1,284.32,0,0.8684738955823292
1610,1,0,37,0,32,14,3,1,1,360.92,0,1.0049122807017543
1611,4,0,37,0,33,19,3,1,2,216.08,0,0.6320987654320988
1612,20,0,37,3,79,34,3,1,1,923.0,0,1.1074074074074074
1613,0,0,37,1,508,10,3,1,1,2149.28,0,1.7932098765432098
1614,4,0,36,0,175,32,2,1,1,1483.965,0,1.4006410256410255
1615,0,0,36,1,211,28,3,1,1,1099.84,0,1.2228682170542635
1616,0,0,36,0,25,13,2,1,2,143.955,0,0.8154761904761905
1617,0,0,37,0,38,10,3,1,2,173.36,0,0.619047619047619
1618,0,0,36,0,25,0,2,1,2,112.5,1,0.0
1619,0,0,36,0,409,45,3,1,1,1933.8,0,0.9603674540682415
1620,2,0,36,1,36,49,4,1,1,375.725,0,1.2202380952380951
1621,3,0,36,1,133,39,2,1,1,895.635,0,1.4506666666666665
1622,18,0,32,0,41,19,3,1,2,196.48,1,0.2712765957446808
1623,16,0,35,8,26,44,5,2,1,194.07,0,1.836021505376344
1624,8,1,35,1,51,26,2,1,1,487.17,1,0.9571428571428571
1625,0,0,33,0,25,16,3,1,1,206.88,0,2.0075757575757573
1626,4,1,34,0,34,18,3,1,2,249.64,1,1.1382113821138211
1627,4,0,35,0,59,33,3,1,2,320.88,1,0.7871212121212121
1628,0,0,35,0,25,0,3,1,2,100.0,1,0.0
1629,0,0,35,0,25,8,4,1,1,100.075,0,0.9853333333333333
1630,0,0,32,1,39,24,5,1,1,158.88,0,1.1331615120274914
1631,0,0,35,0,34,6,4,1,2,96.125,1,1.042857142857143
1632,0,0,35,1,29,4,5,1,1,45.78,0,0.6166666666666667
1633,20,0,30,3,25,82,2,1,1,838.035,0,1.1123949579831933
1634,1,0,33,3,296,35,2,2,1,1642.095,0,0.9734195402298851
1635,0,0,35,0,27,30,3,1,1,252.4,0,0.7170731707317073
1636,0,0,34,0,63,22,3,1,2,312.76,0,0.5587121212121212
1637,1,0,35,0,200,25,2,1,1,1018.935,0,0.8144654088050314
1638,0,0,26,1,218,13,2,2,1,1033.245,0,0.5208333333333334
1639,0,0,25,0,55,70,4,1,1,172.925,0,0.5888888888888888
1640,6,0,26,0,35,9,3,1,2,161.4,0,0.34
1641,0,0,25,0,46,5,4,1,2,131.125,0,1.0583333333333333
1642,5,0,24,0,44,15,2,1,1,246.015,0,0.5390625
1643,0,0,24,0,33,25,3,1,1,255.84,0,0.8292349726775957
1644,0,0,17,0,53,16,2,1,1,307.395,0,0.9647435897435896
1645,11,0,16,1,110,44,2,2,1,780.48,0,0.7332151300236407
1646,7,0,14,0,98,42,5,1,1,280.71,0,0.8521442495126705
1647,3,0,15,3,56,21,3,1,1,332.32,0,0.9862962962962963
1648,0,0,8,1,240,12,3,1,1,1129.6,0,1.75
1649,0,1,8,1,25,9,3,1,1,152.68,1,1.1385964912280702
1650,3,0,35,0,0,11,2,1,1,180.405,0,1.115819209039548
1652,5,0,34,0,320,18,2,1,1,1533.645,0,0.7059027777777778
1653,5,0,35,0,0,29,1,1,1,210.76,0,1.1660493827160494
1654,0,0,35,0,0,27,1,1,1,111.045,0,0.7148550724637681
1655,6,0,35,0,0,22,2,1,1,154.125,0,0.7988095238095237
1656,0,0,35,0,246,12,3,1,1,1062.68,0,1.1975308641975309
1657,8,0,34,0,105,37,3,1,1,772.16,0,1.3295107033639142
1658,2,0,35,0,0,38,3,1,1,540.4,0,1.417515923566879
1659,2,0,35,0,0,19,3,1,1,166.64,0,0.9612676056338029
1660,1,0,35,0,0,6,2,1,1,251.145,0,1.1040160642570283
1661,4,0,35,0,0,11,3,1,2,74.4,0,0.7214285714285714
1662,20,0,35,1,15,26,2,1,1,739.485,0,1.1517996870109546
1663,0,0,35,0,444,2,3,1,1,1883.6,0,2.9722222222222223
1664,4,0,34,0,111,24,2,1,1,1185.075,0,1.4769607843137256
1665,0,0,34,0,147,20,3,1,1,834.16,0,1.3693693693693694
1666,0,0,34,0,0,5,2,1,2,20.565,0,3.7916666666666665
1667,0,0,35,0,0,2,2,1,2,13.14,0,2.4166666666666665
1669,0,0,34,0,345,37,2,1,1,1876.635,0,1.0272463768115943
1670,2,0,34,0,0,41,3,1,1,447.48,0,1.296361502347418
1671,3,0,34,0,69,31,2,1,1,596.745,0,1.6661375661375661
1672,18,0,30,0,0,11,2,1,2,25.65,1,0.25476190476190474
1673,16,0,33,6,0,36,4,1,1,252.4,0,2.060699588477366
1674,8,0,33,0,0,18,2,1,1,246.78,1,1.046124031007752
1675,0,0,31,0,0,8,3,1,1,97.2,0,4.033333333333333
1676,4,1,32,0,0,10,2,1,2,116.955,1,1.4770114942528736
1677,4,0,33,0,0,25,3,1,2,75.2,1,0.9625
1679,0,0,33,0,0,3,3,1,1,50.44,0,1.6
1680,0,0,30,0,0,16,4,1,1,161.25,0,1.2480392156862745
1682,0,0,33,0,0,0,4,1,1,0.0,0,0.0
1683,20,0,28,1,0,74,2,1,1,714.645,0,1.1544985250737465
1684,1,0,31,1,232,27,2,2,1,1343.205,0,1.048878205128205
1685,0,0,33,0,0,22,2,1,1,151.56,0,0.7852380952380953
1686,0,0,32,0,0,14,3,1,2,51.08,0,0.6484375
1687,1,0,33,0,136,17,2,1,1,720.045,0,0.9593495934959351
1688,0,0,24,0,154,5,2,2,1,734.355,0,0.6215277777777778
1689,0,0,23,0,0,62,4,1,1,29.375,0,0.7086419753086419
1690,6,0,24,0,0,1,2,1,2,13.185,0,0.358974358974359
1691,0,0,23,0,0,0,4,1,2,0.0,0,0.0
1692,5,0,22,0,0,7,1,1,1,45.375,0,0.6708333333333333
1693,0,0,22,0,0,17,3,1,1,114.16,0,0.9540816326530612
1694,0,0,15,0,0,8,2,1,1,58.005,0,1.5178571428571428
1695,11,0,14,0,46,36,1,2,1,588.61,0,0.7717054263565891
1696,7,0,12,0,34,34,4,1,1,301.8,0,0.8923480083857442
